PK,CCR,GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1094303,19208002,F,W,31,2019-10-12T05:45:00,"500 Block BROOKLINE BL PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,Brookline,6,1919,4,5,-80.0236345649749,40.3962210607594
1094304,19208002,F,W,31,2019-10-12T05:45:00,"500 Block BROOKLINE BL PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Brookline,6,1919,4,5,-80.0236345649749,40.3962210607594
1094305,19208636,M,W,20,2019-10-13T01:37:00,"2000 Block SARAH ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Side Flats,3,1702,3,3,-79.9775996919227,40.4275498215054
1094306,19208647,M,O,31,2019-10-13T00:34:00,"NORTH SHORE DR & CHUCK NOLL WY PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,1,6,-80.011708863226,40.4458513933124
1094307,19208647,M,O,31,2019-10-13T00:34:00,"NORTH SHORE DR & CHUCK NOLL WY PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",North Shore,1,2205,1,6,-80.011708863226,40.4458513933124
1094308,19208647,M,O,31,2019-10-15T00:34:00,"NORTH SHORE DR & CHUCK NOLL WY PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,North Shore,1,2205,1,6,-80.011708863226,40.4458513933124
1094309,19209346,M,B,25,2019-10-14T02:09:00,"300 Block STANHOPE ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Esplen,6,2017,2,5,-80.0560987994453,40.4636361509949
1094310,19210891,M,B,28,2019-10-16T00:20:00,"2300 Block EAST HILLS DR PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,East Hills,5,1306,9,2,-79.871328586779,40.4566162367709
1094311,19210891,F,B,30,2019-10-16T00:20:00,"2300 Block EAST HILLS DR PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,East Hills,5,1306,9,2,-79.871328586779,40.4566162367709
1094312,19213041,M,W,32,2019-10-18T22:24:00,"1700 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9818723137217,40.4285931755253
1094313,19213148,M,B,22,2019-10-19T02:04:00,"1200 Block SMALLMAN ST PITTSBURGH, PA ",5505 Public Drunkenness,Strip District,2,203,7,6,-79.9929557251274,40.4463744508872
1094314,19213865,M,W,23,2019-10-20T01:54:00,"200 Block NORTH SHORE DR PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",North Shore,1,2205,,,0,0
1094315,19213869,M,W,28,2019-10-20T02:03:00,"S 14TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9841490514312,40.42880715024
1094316,19213869,M,W,28,2019-10-20T02:03:00,"E CARSON ST & S 14TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9841490514312,40.42880715024
1094317,19213887,M,B,41,2019-10-20T02:28:00,"7700 Block PENN AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Point Breeze North,4,1405,9,3,-79.893871347431,40.4463971633631
1094318,19213918,M,O,28,2019-10-20T03:26:00,"100 Block S 14TH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Side Flats,3,1702,3,3,-79.9842842162303,40.4267309778106
1094319,19214385,M,B,49,2019-10-20T20:16:00,"MEADOW ST & LENORA ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Larimer,5,1204,9,2,-79.9154610143765,40.4661476096451
1094320,19215030,M,B,24,2019-10-21T18:30:00,"BROAD ST & N EUCLID ST PITTSBURGH, PA ",473.05 (b) Dogs on Courts & Playgrounds Prohibited - Must be on Leash,Garfield,5,1114,9,2,-79.927243164852,40.4635024358417
1094321,19215030,M,B,24,2019-10-21T18:30:00,"BROAD ST & N EUCLID ST PITTSBURGH, PA ",633.08 Dogs at Large Prohibited,Garfield,5,1114,9,2,-79.927243164852,40.4635024358417
1094341,19210317,M,W,48,2019-10-15T09:56:00,"EAST OHIO ST & MADISON AV PITTSBURGH, PA ",5507 Obstructing Highways and Passages.,East Allegheny,1,2304,1,1,-79.9968201151915,40.4541641358911
1094342,19211867,M,W,60,2019-10-17T11:30:00,"200 Block MAIN ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Lawrenceville,2,902,7,2,-79.9608957942967,40.4697808205987
1094343,19216323,M,O,32,2019-10-23T14:42:00,"50 Block MONTGOMERY PL PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Allegheny Center,1,2204,1,1,-80.0049643611736,40.4548112586575
1094344,19216106,M,B,,2019-10-23T07:57:00,"I 279 RAMP & EAST ST PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",Northview Heights,1,2609,,,0,0
1094345,19216398,M,B,54,2019-10-23T16:39:00,"50 Block MONTGOMERY PL PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Allegheny Center,1,2204,1,1,-80.0049643611736,40.4548112586575
1094361,19168010,M,W,21,2019-08-22T23:14:00,"SEMPLE ST & BATES ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9549722556172,40.4371082118705
1094362,19168010,M,W,21,2019-08-22T23:14:00,"SEMPLE ST & BATES ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9549722556172,40.4371082118705
1094381,19213628,M,W,31,2019-10-19T19:13:00,"400 Block ART ROONEY AV PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,,,0,0
1094382,19213639,F,B,30,2019-10-19T19:37:00,"400 Block ART ROONEY AV PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,,,0,0
1094383,19216589,M,B,27,2019-10-23T21:40:00,"CORLISS ST TUN & W CARSON ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Sheraden,6,2018,,,0,0
1094384,19217266,F,W,63,2019-10-24T20:40:00,"100 Block STEUBEN ST PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,West End,6,2019,2,5,-80.0553368960626,40.4441600677874
1094385,19217365,M,W,20,2019-10-25T00:40:00,"200 Block ATWOOD ST PITTSBURGH, PA ",6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,Central Oakland,4,405,,,0,0
1094386,19217380,F,W,22,2019-10-25T01:18:00,"1000 Block SARAH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,,,0,0
1094387,19217380,F,W,22,2019-10-25T01:18:00,"1000 Block SARAH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,South Side Flats,3,1702,,,0,0
1094388,19217397,M,O,22,2019-10-25T01:50:00,"S 14TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9841490514312,40.42880715024
1094389,19217397,M,O,22,2019-10-25T01:50:00,"S 14TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9841490514312,40.42880715024
1094390,19217402,M,B,31,2019-10-25T01:59:00,"S 17TH ST & BINGHAM ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.981986260798,40.42946883359
1094401,19168010,M,W,20,2019-08-22T23:14:00,"SEMPLE ST & BATES ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,405,3,3,-79.9549722556172,40.4371082118705
1094402,19217412,F,W,22,2019-10-25T02:20:00,"1900 Block E CARSON ST PITTSBURGH, PA ",3503 Criminal Trespass,South Side Flats,3,1702,3,3,-79.9789683022639,40.4284737765024
1094403,19217412,M,A,22,2019-10-25T02:20:00,"1900 Block E CARSON ST PITTSBURGH, PA ",3503 Criminal Trespass,South Side Flats,3,1702,3,3,-79.9789683022639,40.4284737765024
1094404,19168010,M,W,21,2019-08-22T23:14:00,"SEMPLE ST & BATES ST PITTSBURGH, PA ",601.08 (a) Open Container Law,Central Oakland,4,405,3,3,-79.9549722556172,40.4371082118705
1094421,19168010,M,W,21,2019-08-22T23:14:00,"SEMPLE ST & BATES ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9549722556172,40.4371082118705
1094422,19124883,M,W,31,2019-06-29T10:26:00,"PENN AV & 7TH ST PITTSBURGH, PA ",5505 Public Drunkenness,Bluff,2,103,6,6,-80.000262668607,40.4432384882699
1094423,19216223,F,W,53,2019-10-23T12:10:00,"5600 Block OLLIE ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Lincoln Place,4,3102,5,3,-79.9187780836589,40.3678377968377
1094424,19216566,M,B,29,2019-10-23T21:08:00,"W CARSON ST & SAGAMORE ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Esplen,6,2017,2,5,-80.0526684411249,40.4637801803857
1094441,19218614,F,B,56,2019-10-26T17:17:00,"FELICIA WY & ZENITH WY PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",,5,,9,2,-79.895956590568,40.4568282602429
1094442,19218622,M,B,17,2019-10-26T17:54:00,"1400 Block WASHINGTON BL PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Lincoln-Lemington-Belmar,5,1203,9,2,-79.9086166765251,40.4703056329977
1094443,19218862,M,B,15,2019-10-27T01:44:00,"1300 Block GIFFORD ST PITTSBURGH, PA ",3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),Marshall-Shadeland,1,2704,1,1,-80.029171647517,40.4659060077966
1094444,19218862,M,B,14,2019-10-27T01:44:00,"1300 Block GIFFORD ST PITTSBURGH, PA ",3304(a)(2) CRIMINAL MISCHIEF- Tamper With Property (So As To Endanger Person or Property),Marshall-Shadeland,1,2704,1,1,-80.029171647517,40.4659060077966
1094445,19218892,M,W,23,2019-10-27T00:43:00,"ROLAND ST & S 16TH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,3,-79.982839763162,40.4285489478917
1094446,19218892,M,W,28,2019-10-27T00:43:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,3,-79.982839763162,40.4285489478917
1094461,19186409,M,W,25,2019-09-15T13:15:00,"600 Block W GENERAL ROBINSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,North Shore,1,2205,,,0,0
1094462,19486409,M,W,35,2019-09-15T13:15:00,"600 Block W GENERAL ROBINSON ST PITTSBURGH, PA ",5505 Public Drunkenness,,1,,,,0,0
1094463,19195696,M,B,41,2019-09-26T20:00:00,"200 Block SWOPE ST PITTSBURGH, PA ",2709(a)(4) Harassment Communicates Prohibited Acts,Shadyside,4,708,,,0,0
1094464,19211387,F,W,51,2019-10-16T17:58:00,"5300 Block FREDANNA ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Lincoln Place,4,3102,,,0,0
1094465,19216447,M,B,54,2019-10-23T18:00:00,"EAST COMMONS PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Allegheny Center,1,2204,1,1,-80.0024142626925,40.4508796351926
1094466,19218383,M,W,30,2019-10-25T10:07:00,"EAST OHIO ST & EAST ST PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",,1,,1,1,-79.9978630758095,40.4539898712231
1094467,19218311,F,B,23,2019-10-26T06:26:00,"4600 Block BROWNS HILL RD PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Squirrel Hill South,4,1414,,,0,0
1094468,19218311,F,B,20,2019-10-26T06:26:00,"4600 Block BROWNS HILL RD PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Squirrel Hill South,4,1414,,,0,0
1094469,19218311,F,B,25,2019-10-26T06:26:00,"4600 Block BROWNS HILL RD PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Squirrel Hill South,4,1414,,,0,0
1094481,19225775,M,B,40,2019-11-05T00:08:00,"5TH AV & CRAFT AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,West Oakland,4,402,6,3,-79.963935748135,40.4378498220511
1094482,19226665,M,O,23,2019-11-06T05:25:00,"5TH AV & S NEGLEY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Shadyside,4,706,8,3,-79.9296495675179,40.4498350451978
1094483,19226665,M,O,23,2019-11-06T05:25:00,"5TH AV & S NEGLEY AV PITTSBURGH, PA ",5505 Public Drunkenness,Shadyside,4,706,8,3,-79.9296495675179,40.4498350451978
1094484,19228388,M,B,39,2019-11-08T13:00:00,"N HOMEWOOD AV & FLETCHER WY PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Homewood North,5,1302,9,2,-79.8953434007677,40.459869630576
1094485,19228763,M,W,51,2019-11-09T00:14:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,,,0,0
1094486,19228763,M,W,51,2019-11-09T00:01:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central Oakland,4,405,,,0,0
1094487,19228842,M,B,33,2019-11-09T00:01:00,"PENFORT ST & ESSEN ST PITTSBURGH, PA ",633.23(b) Tethering Of Dogs - Leave Dog Outside And Unattended During Severe Weather > 30 Minutes,Northview Heights,1,2609,1,1,-80.0028709970151,40.4732083958375
1094488,19229504,M,B,34,2019-11-10T01:17:00,"CHARTIERS AV & SUTHERLAND ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Sheraden,6,2022,2,5,-80.0628474596864,40.4535666758969
1094489,19229949,M,W,39,2019-11-10T17:15:00,"900 Block ART ROONEY AV PITTSBURGH, PA ",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,North Shore,1,2205,,,0,0
1094490,19229949,M,W,39,2019-11-10T17:15:00,"900 Block ART ROONEY AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,North Shore,1,2205,,,0,0
1094491,19229949,M,W,39,2019-11-10T17:15:00,"900 Block ART ROONEY AV PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,,,0,0
1094492,19218888,M,W,28,2019-10-27T00:25:00,"BREED ST & 12TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",,3,,3,3,-79.9862763081029,40.4259905900194
1094493,19219392,M,O,38,2019-10-27T17:19:00,"600 Block WILLIAM PENN PL PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central Business District,2,201,6,6,-79.9967621340552,40.4411412816935
1094494,19219498,F,W,21,2019-10-27T19:58:00,"1700 Block PERRYSVILLE AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central North Side,1,2503,6,1,-80.0097081468016,40.4603961926616
1094495,19219498,F,W,22,2019-10-27T19:58:00,"1700 Block PERRYSVILLE AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central North Side,1,2503,6,1,-80.0097081468016,40.4603961926616
1094496,19220306,M,B,17,2019-10-28T17:30:00,"30 Block ROSSELLE DR PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Glen Hazel,4,1504,5,3,-79.9320327990836,40.4069788024447
1094497,19220326,M,W,53,2019-10-28T21:30:00,"STEUBEN ST & PLANET ST PITTSBURGH, PA ",5505 Public Drunkenness,West End,6,2019,2,5,-80.0354435760313,40.4416728169848
1094498,19221659,M,B,31,2019-10-28T19:15:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,North Shore,1,2205,,,0,0
1094499,19221661,M,W,45,2019-10-28T23:29:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,North Shore,1,2205,,,0,0
1094500,19221065,F,W,31,2019-10-29T19:40:00,"800 Block BROOKLINE BL PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Brookline,6,1919,4,5,-80.0201234537695,40.3935764360233
1094501,19221898,F,W,24,2019-10-30T20:00:00,"900 Block SUISMON ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,East Allegheny,1,2304,1,1,-79.9949116612229,40.4562693560297
1094502,19222118,F,B,20,2019-10-30T17:20:00,"300 Block CEDAR AV PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",East Allegheny,1,2304,1,1,-80.0009078039902,40.4508935599436
1094503,19222461,M,W,55,2019-10-31T18:14:00,"3700 Block MILLERTON AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Brighton Heights,1,2701,1,1,-80.0457900385114,40.4815794987929
1094504,19222472,F,B,27,2019-10-31T18:23:00,"3200 Block BRIGHTON RD PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Marshall-Shadeland,1,2715,1,1,-80.0311081190629,40.4757891815702
1094505,19224388,M,B,64,2019-11-03T01:53:00,"7200 Block EVERTON ST PITTSBURGH, PA ",601.04 (d) (1) Apartment to Apartment 0700-2200 >10 dB(c) 2200-0700 >5dB(c),Lincoln-Lemington-Belmar,5,1202,9,2,-79.8926212916504,40.462988735038
1094506,19229096,M,W,34,2019-11-09T13:36:00,"3900 Block VINCETON ST PITTSBURGH, PA ",5505 Public Drunkenness,Perry North,1,2602,1,1,-80.0234217161728,40.4885330471251
1094521,19229096,M,W,40,2019-11-09T13:42:00,"3900 Block VINCETON ST PITTSBURGH, PA ",6501 Definition of Conviction,Perry North,1,2602,1,1,-80.0234217161728,40.4885330471251
1094522,19229552,M,O,37,2019-11-10T02:28:00,"E CARSON ST & S 15TH ST PITTSBURGH, PA ",601.16 Public Urination And Defecation,South Side Flats,3,1702,3,3,-79.9834282365531,40.4288231401582
1094523,19222729,M,W,26,2019-11-01T00:04:00,"WELSFORD ST & ZULEMA ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Central Oakland,4,406,3,3,-79.955320003954,40.4359009549765
1094524,19222735,M,B,20,2019-11-01T00:10:00,"90 Block S 18TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9805685304729,40.4288406849265
1094525,19222786,M,W,44,2019-11-01T01:23:00,"1000 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9885400463659,40.4287030733853
1094526,19223224,M,W,39,2019-11-01T16:09:00,"LIBERTY AV & STRAWBERRY WY PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-79.9987998327963,40.4427239633948
1094527,19223322,M,H,21,2019-11-01T17:51:00,"S 18TH ST & CROSSMAN ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,South Side Slopes,3,1706,3,3,-79.9792684979918,40.4217360510035
1094528,19223430,M,B,55,2019-11-01T20:37:00,"8400 Block FRANKSTOWN AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,East Hills,5,1306,9,2,-79.8772074371717,40.4573826977798
1094529,19223696,M,W,22,2019-11-02T04:19:00,"1200 Block BANKSVILLE RD PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,Banksville,6,2023,2,5,-80.0298102552281,40.4182737797489
1094530,19223696,M,W,22,2019-11-02T04:19:00,"1200 Block BANKSVILLE RD PITTSBURGH, PA ",5505 Public Drunkenness,Banksville,6,2023,2,5,-80.0298102552281,40.4182737797489
1094531,19223978,M,W,19,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ",601.19 Social Host and Underage Drinking,Squirrel Hill North,4,1402,,,0,0
1094532,19223940,M,W,40,2019-11-02T14:40:00,"200 Block 6TH AV PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-80.0001971750407,40.4423287239074
1094533,19223978,M,W,20,2019-11-02T15:53:00,"1000 Block MURRAY HILL RD PITTSBURGH, PA ",601.19 Social Host and Underage Drinking,Squirrel Hill North,4,1402,,,0,0
1094541,19223978,M,W,20,2019-11-02T15:53:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094542,19223978,M,W,21,2019-11-02T15:53:00,"1000 Block MURRRAY HILL AV PITTSBURGH, PA ",601.19 Social Host and Underage Drinking,Squirrel Hill North,4,1402,,,0,0
1094543,19223978,M,W,20,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094544,19223978,M,W,21,2019-11-02T15:53:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094545,19223978,M,W,20,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094546,19223978,M,W,19,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094547,19223978,M,W,20,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094548,19223978,F,W,20,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094549,19223978,F,W,19,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094550,19223978,M,W,21,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094551,19223978,M,W,19,2019-11-02T15:40:00,"1000 Block MURRAY HILL AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill North,4,1402,,,0,0
1094552,19224326,M,B,39,2019-11-03T00:54:00,"STERRETT ST & FORMOSA WY PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.8950511727568,40.4545811528711
1094553,19224398,M,W,26,2019-11-03T02:15:00,"100 Block OAKLAND AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,West Oakland,4,402,3,3,-79.9578262481479,40.4422025627084
1094554,19224398,M,W,26,2019-11-03T02:15:00,"200 Block LOTHROP ST PITTSBURGH, PA ",5505 Public Drunkenness,West Oakland,4,402,8,3,-79.9609286975283,40.4422470230786
1094561,19233968,M,W,39,2019-11-16T08:34:00,"500 Block LIBERTY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-80.0035931077627,40.4412175503666
1094562,19234118,M,W,41,2019-11-16T13:02:00,"WOOD ST & FORBES AV PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-80.0008299342523,40.4400971296582
1094563,19234182,M,W,60,2019-11-16T15:32:00,"400 Block WOOD ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Business District,2,201,6,6,-80.0010801398374,40.4394331511613
1094564,19234369,F,B,18,2019-11-16T20:32:00,"PERRYSVILLE AV & W BURGESS ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Perry South,1,2614,6,1,-80.0098964853406,40.4675932498991
1094565,19234583,M,H,22,2019-11-17T02:55:00,"5500 Block NORTHUMBERLAND ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Squirrel Hill North,4,1401,8,3,-79.9305034333806,40.4397075512944
1094566,19235139,F,B,35,2019-11-18T01:20:00,"300 Block WOOD ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Central Business District,2,201,6,6,-80.0016143922772,40.4389068755579
1094581,19224982,F,B,21,2019-11-03T21:45:00,"1500 Block E CARSON ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1094582,19225032,M,W,17,2019-11-04T00:29:00,"800 Block GALLION AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Brookline,6,1919,4,5,-80.0178813562657,40.3952702102398
1094583,19225356,M,W,34,2019-11-04T08:39:00,"500 Block PENN AV PITTSBURGH, PA ",3503(b)(1)(i) Actual Communication,Central Business District,2,201,7,2,-79.9435820869511,40.464893357809
1094584,19225824,M,B,35,2019-11-05T01:56:00,"BENNETT ST & COLLIER ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.8922685358957,40.4554709175207
1094585,19225863,M,B,36,2019-11-05T03:00:00,"400 Block GARNER CT PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Terrace Village,2,510,6,3,-79.9699831353288,40.4424262198397
1094586,19225944,M,B,25,2019-11-05T07:35:00,"500 Block BLESSING ST PITTSBURGH, PA ","3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",Upper Hill,2,506,6,3,-79.9559329341649,40.4562404454694
1094587,19226337,M,W,61,2019-11-05T18:10:00,"NORTHUMBERLAND ST & BEECHWOOD BL PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill North,4,1403,8,3,-79.9171786651308,40.4422940890329
1094588,19226494,M,B,32,2019-11-05T21:57:00,"SHADELAND AV & CASEMENT ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Marshall-Shadeland,1,2715,1,1,-80.0305825495495,40.4706351812628
